,Site,Grainsize,Perm_Population,Por_Population,Perm_measure1,Perm_measure2,Perm_measure3,Perm_measure4,Perm_measure5,Por_measure1,Por_measure2,Por_measure3,Por_measure4
3102,FD03,M,118.0,28.0,107.0,110.0,96.0,100.0,146.0,25.0,30.0,30.0,30.0
3103,FD07,M,2356.0,31.0,2446.0,3043.0,2600.0,,,32.0,34.0,27.0,29.0
3104,FD05,M,771.0,23.0,667.0,760.0,,,,23.0,18.0,24.0,25.0
3105,FD06,M,1592.0,23.0,1602.0,1412.0,1829.0,1430.0,,23.0,24.0,,
3106,FD04,M,5583.0,21.0,6972.0,4522.0,5141.0,,,20.0,21.0,21.0,23.0
3107,FD01,M,950.0,27.0,1023.0,999.0,686.0,,,27.0,23.0,26.0,28.0
3108,FD03,M,582.0,23.0,700.0,488.0,,,,22.0,22.0,,
3109,FD06,M,754.0,31.0,792.0,693.0,,,,36.0,31.0,32.0,28.0
3110,FD05,M,2364.0,16.0,1812.0,1967.0,2780.0,,,18.0,14.0,,
3111,FD03,M,1691.0,23.0,1653.0,1873.0,1420.0,,,19.0,25.0,21.0,19.0
3112,FD07,M,3673.0,34.0,3298.0,3085.0,2919.0,3745.0,,37.0,35.0,36.0,31.0
3113,FD04,M,439.0,27.0,331.0,384.0,472.0,,,29.0,26.0,,
3114,FD06,M,2005.0,24.0,2021.0,2237.0,2353.0,2289.0,2280.0,27.0,26.0,20.0,24.0
3115,FD06,M,1917.0,32.0,2102.0,1926.0,,,,33.0,32.0,33.0,32.0
3116,FD07,M,,24.0,,,,,,28.0,25.0,24.0,
3117,FD05,M,131.0,31.0,110.0,135.0,115.0,136.0,,27.0,32.0,,
3118,FD05,M,915.0,12.0,825.0,989.0,641.0,,,13.0,10.0,11.0,12.0
3119,FD07,M,1482.0,25.0,1619.0,1800.0,1586.0,,,26.0,24.0,25.0,28.0
3120,FD02,M,768.0,30.0,628.0,671.0,907.0,687.0,,30.0,32.0,,
3121,FD05,M,1089.0,25.0,1411.0,1123.0,,,,25.0,31.0,22.0,
3122,FD07,M,2966.0,19.0,3147.0,3926.0,3608.0,3348.0,,22.0,19.0,18.0,
3123,FD04,M,320.0,21.0,303.0,319.0,280.0,,,24.0,20.0,19.0,22.0
3124,FD03,M,2983.0,21.0,3337.0,2754.0,3263.0,,,20.0,20.0,24.0,23.0
3125,FD07,M,4408.0,22.0,9122.0,3284.0,3246.0,7091.0,,20.0,22.0,24.0,24.0
3126,FD03,M,2866.0,26.0,3574.0,2630.0,1795.0,,,29.0,30.0,,
3127,FD07,M,124.0,18.0,108.0,117.0,,,,16.0,17.0,19.0,
3128,FD04,M,17207.0,32.0,22122.0,20607.0,28204.0,,,33.0,32.0,30.0,34.0
3129,FD05,M,2164.0,29.0,1819.0,2647.0,2750.0,2310.0,,25.0,27.0,32.0,27.0
3130,FD05,M,239.0,21.0,317.0,219.0,238.0,,,24.0,20.0,21.0,19.0
3131,FD07,M,1786.0,32.0,1738.0,1613.0,2101.0,1733.0,,33.0,33.0,31.0,
3132,FD05,M,4224.0,16.0,3916.0,5725.0,6023.0,2473.0,,20.0,16.0,,
3133,FD07,M,704.0,29.0,576.0,590.0,638.0,853.0,672.0,33.0,28.0,27.0,
3134,FD06,M,5934.0,31.0,4050.0,4253.0,6694.0,4165.0,,34.0,34.0,35.0,29.0
3135,FD05,M,1379.0,22.0,1160.0,1401.0,774.0,,,21.0,22.0,17.0,20.0
3136,FD04,M,4417.0,18.0,6098.0,4339.0,4601.0,,,17.0,17.0,17.0,
3137,FD03,M,966.0,21.0,906.0,928.0,778.0,,,21.0,18.0,18.0,21.0
3138,FD07,M,7533.0,24.0,11244.0,6915.0,4632.0,8154.0,,23.0,26.0,,
3139,FD05,M,900.0,33.0,840.0,827.0,750.0,,,32.0,38.0,29.0,31.0
3140,FD05,M,266.0,21.0,303.0,276.0,,,,21.0,22.0,19.0,
3141,FD05,M,1636.0,25.0,1814.0,2510.0,1680.0,1752.0,1082.0,20.0,26.0,25.0,23.0
3142,FD03,M,2417.0,26.0,2771.0,1869.0,2216.0,1965.0,2293.0,26.0,30.0,,
3143,FD04,M,1960.0,27.0,3289.0,1916.0,1817.0,,,26.0,30.0,23.0,
3144,FD06,M,2802.0,18.0,2185.0,3812.0,2346.0,,,18.0,17.0,18.0,17.0
3145,FD04,M,825.0,20.0,588.0,861.0,637.0,,,19.0,19.0,,
3146,FD07,M,1686.0,22.0,2006.0,1506.0,1533.0,,,23.0,23.0,,
3147,FD06,M,413.0,19.0,485.0,351.0,,,,23.0,19.0,19.0,18.0
3148,FD02,M,2084.0,32.0,2214.0,1487.0,1665.0,,,32.0,27.0,30.0,
3149,FD05,M,6077.0,23.0,4618.0,3833.0,4860.0,8272.0,,22.0,22.0,23.0,
3150,FD07,M,867.0,23.0,828.0,982.0,,,,22.0,25.0,24.0,
3151,FD06,M,2917.0,24.0,2051.0,3048.0,5290.0,,,25.0,27.0,25.0,25.0
3152,FD02,M,1711.0,20.0,1903.0,1618.0,1760.0,1369.0,,18.0,21.0,23.0,18.0
3153,FD04,M,1709.0,26.0,1936.0,1894.0,1753.0,,,22.0,24.0,,
3154,FD04,M,6016.0,24.0,3962.0,8558.0,4924.0,,,23.0,24.0,,
3155,FD05,M,5052.0,37.0,5963.0,3813.0,,,,42.0,42.0,36.0,
3156,FD04,M,1355.0,30.0,1290.0,982.0,1716.0,,,35.0,26.0,37.0,35.0
3157,FD06,M,8945.0,30.0,6808.0,7594.0,10875.0,7809.0,,30.0,32.0,30.0,32.0
3158,FD05,M,1294.0,20.0,956.0,1820.0,1273.0,,,20.0,20.0,24.0,20.0
3159,FD02,M,828.0,23.0,706.0,565.0,906.0,819.0,,26.0,26.0,,
3160,FD05,M,300.0,34.0,316.0,262.0,311.0,,,39.0,32.0,,
3161,FD04,M,1659.0,27.0,1459.0,2008.0,1607.0,,,32.0,29.0,23.0,27.0
3162,FD02,M,1162.0,25.0,1431.0,762.0,873.0,898.0,,22.0,24.0,21.0,23.0
3163,FD05,M,238.0,26.0,271.0,227.0,188.0,,,25.0,25.0,30.0,27.0
3164,FD04,M,1795.0,21.0,2218.0,2278.0,2033.0,2188.0,1618.0,22.0,21.0,20.0,22.0
3165,FD05,M,4859.0,23.0,4741.0,2377.0,,,,25.0,26.0,25.0,26.0
3166,FD04,M,2521.0,34.0,2530.0,3926.0,4734.0,,,33.0,34.0,32.0,32.0
3167,FD05,M,3335.0,31.0,4736.0,3124.0,4710.0,,,31.0,31.0,32.0,33.0
3168,FD06,M,1365.0,21.0,1135.0,1482.0,,,,21.0,20.0,21.0,21.0
3169,FD04,M,6702.0,22.0,5483.0,10292.0,5617.0,,,28.0,26.0,,
3170,FD07,M,1152.0,24.0,1428.0,910.0,869.0,963.0,,24.0,21.0,21.0,25.0
3171,FD04,M,408.0,30.0,454.0,319.0,481.0,412.0,345.0,26.0,29.0,,
3172,FD02,M,3159.0,16.0,2792.0,2742.0,3046.0,,,15.0,16.0,15.0,15.0
3173,FD02,M,2238.0,25.0,2511.0,2260.0,3219.0,,,25.0,30.0,25.0,27.0
3174,FD07,M,2277.0,25.0,2479.0,2301.0,2198.0,,,23.0,27.0,22.0,23.0
3175,FD07,M,20652.0,21.0,15447.0,18898.0,25444.0,22553.0,,22.0,23.0,24.0,21.0
3176,FD07,M,1765.0,30.0,2649.0,1878.0,2300.0,1535.0,,31.0,30.0,37.0,29.0
3177,FD05,M,553.0,19.0,286.0,347.0,454.0,555.0,,21.0,18.0,,
3178,FD04,M,5274.0,25.0,6769.0,7956.0,,,,28.0,24.0,,
3179,FD03,M,27796.0,28.0,25529.0,23340.0,23932.0,,,33.0,27.0,32.0,
3180,FD07,M,1236.0,26.0,1121.0,1525.0,1688.0,1217.0,,25.0,26.0,24.0,26.0
3181,FD03,M,689.0,25.0,676.0,518.0,674.0,,,31.0,26.0,24.0,26.0
3182,FD05,M,754.0,25.0,772.0,776.0,,,,24.0,25.0,28.0,
3183,FD04,M,540.0,27.0,395.0,448.0,528.0,,,25.0,27.0,,
3184,FD03,M,7820.0,22.0,5856.0,6714.0,9080.0,,,21.0,24.0,22.0,21.0
3185,FD05,M,5180.0,21.0,10082.0,7307.0,4474.0,4411.0,,19.0,17.0,19.0,23.0
3186,FD06,M,4132.0,20.0,3016.0,3210.0,2694.0,,,17.0,19.0,19.0,18.0
3187,FD05,M,14028.0,21.0,16433.0,15978.0,20045.0,,,22.0,20.0,,
3188,FD05,M,2477.0,25.0,2547.0,2138.0,2773.0,,,25.0,22.0,,
3189,FD05,M,2354.0,30.0,2946.0,2451.0,,,,30.0,28.0,31.0,
3190,FD05,M,804.0,18.0,841.0,1095.0,1176.0,788.0,,23.0,20.0,17.0,16.0
3191,FD01,M,2088.0,26.0,2543.0,2341.0,2092.0,,,29.0,29.0,29.0,
3192,FD06,M,708.0,25.0,627.0,759.0,542.0,,,26.0,25.0,23.0,20.0
3193,FD06,M,2182.0,24.0,2829.0,2442.0,3534.0,,,24.0,27.0,27.0,19.0
3194,FD01,M,7378.0,25.0,8259.0,7625.0,7550.0,,,27.0,27.0,23.0,25.0
3195,FD01,M,1191.0,27.0,914.0,1124.0,1437.0,,,25.0,27.0,25.0,
3196,FD03,M,14142.0,27.0,11337.0,22613.0,10826.0,22934.0,18251.0,28.0,27.0,23.0,
3197,FD05,M,1406.0,15.0,1590.0,1812.0,1349.0,,,13.0,15.0,,
3198,FD07,M,1673.0,33.0,1938.0,1605.0,1362.0,,,31.0,35.0,26.0,
3199,FD04,M,167.0,36.0,154.0,164.0,,,,33.0,35.0,35.0,38.0
3200,FD03,M,396.0,19.0,305.0,362.0,491.0,392.0,,19.0,18.0,,
3201,FD05,M,3045.0,28.0,2792.0,2629.0,3718.0,,,34.0,33.0,23.0,26.0
3202,FD04,M,485.0,21.0,543.0,576.0,451.0,325.0,427.0,19.0,20.0,22.0,
3203,FD06,M,2171.0,22.0,3126.0,1879.0,2725.0,2419.0,,21.0,20.0,,
3204,FD06,M,4545.0,29.0,5263.0,5601.0,5104.0,3499.0,3904.0,28.0,34.0,24.0,33.0
3205,FD03,M,4371.0,23.0,5124.0,3709.0,4559.0,3842.0,,24.0,19.0,23.0,
3206,FD02,M,1388.0,25.0,1182.0,1349.0,,,,26.0,24.0,,
3207,FD05,M,1699.0,20.0,2496.0,1759.0,2007.0,1557.0,,18.0,21.0,19.0,
3208,FD05,M,1385.0,21.0,1601.0,1612.0,1253.0,,,20.0,21.0,22.0,18.0
3209,FD07,M,1763.0,24.0,1737.0,1731.0,2018.0,,,24.0,25.0,25.0,
3210,FD07,M,843.0,30.0,724.0,688.0,1021.0,,,21.0,26.0,27.0,36.0
3211,FD01,M,1492.0,27.0,1911.0,1435.0,1556.0,,,30.0,27.0,27.0,27.0
3212,FD04,M,936.0,20.0,1028.0,1030.0,758.0,846.0,,19.0,22.0,24.0,19.0
3213,FD05,M,596.0,22.0,621.0,517.0,,,,25.0,24.0,25.0,21.0
3214,FD06,M,25186.0,26.0,26680.0,28506.0,33701.0,,,28.0,25.0,19.0,27.0
3215,FD05,M,425.0,25.0,488.0,377.0,428.0,347.0,,27.0,25.0,25.0,
3216,FD01,M,1991.0,28.0,2153.0,1607.0,1516.0,1620.0,,29.0,29.0,25.0,
3217,FD07,M,747.0,20.0,764.0,1194.0,,,,17.0,19.0,18.0,16.0
3218,FD06,M,1855.0,25.0,1895.0,1989.0,2830.0,,,21.0,23.0,,
3219,FD01,M,467.0,24.0,429.0,450.0,466.0,,,20.0,22.0,25.0,
3220,FD05,M,348.0,26.0,335.0,383.0,344.0,293.0,,26.0,27.0,25.0,25.0
3221,FD07,M,706.0,36.0,746.0,738.0,768.0,,,34.0,33.0,32.0,
3222,FD04,M,8524.0,20.0,12285.0,10483.0,8379.0,,,21.0,22.0,22.0,22.0
3223,FD03,M,12176.0,23.0,11383.0,17960.0,8785.0,6872.0,,26.0,21.0,,
3224,FD04,M,5330.0,32.0,4177.0,4762.0,5729.0,,,31.0,27.0,36.0,
3225,FD04,M,5084.0,26.0,4793.0,4297.0,5195.0,4055.0,8043.0,29.0,22.0,,
3226,FD07,M,3541.0,25.0,4529.0,3508.0,4482.0,3520.0,,23.0,26.0,26.0,28.0
3227,FD05,M,3591.0,17.0,2887.0,3461.0,4419.0,,,16.0,16.0,16.0,18.0
3228,FD05,M,3498.0,29.0,2767.0,4813.0,4037.0,4966.0,,28.0,26.0,29.0,
3229,FD05,M,268.0,25.0,249.0,283.0,276.0,214.0,,27.0,21.0,,
3230,FD04,M,2340.0,11.0,1964.0,2440.0,2432.0,,,10.0,11.0,12.0,
3231,FD07,M,758.0,33.0,801.0,809.0,570.0,,,30.0,33.0,32.0,
3232,FD05,M,711.0,28.0,795.0,830.0,,,,30.0,31.0,27.0,28.0
3233,FD05,M,6732.0,19.0,7848.0,10114.0,5865.0,6425.0,,20.0,22.0,18.0,19.0
3234,FD01,M,1541.0,23.0,1264.0,1477.0,,,,20.0,24.0,22.0,22.0
3235,FD05,M,3509.0,9.0,3446.0,2589.0,4734.0,,,9.0,10.0,9.0,
3236,FD05,M,367.0,24.0,316.0,373.0,364.0,,,25.0,21.0,26.0,23.0
3237,FD05,M,437.0,24.0,509.0,397.0,432.0,,,21.0,22.0,28.0,
3238,FD05,M,909.0,30.0,842.0,589.0,,,,33.0,27.0,30.0,30.0
3239,FD02,M,256.0,26.0,215.0,272.0,164.0,,,27.0,24.0,27.0,
3240,FD07,M,,15.0,,,,,,14.0,16.0,14.0,16.0
3241,FD03,M,2846.0,29.0,2982.0,3038.0,3816.0,2462.0,2812.0,32.0,29.0,34.0,30.0
3242,FD04,M,3474.0,25.0,3751.0,2607.0,3785.0,,,27.0,20.0,25.0,
3243,FD04,M,1092.0,30.0,1474.0,1277.0,1033.0,,,32.0,25.0,31.0,33.0
3244,FD05,M,41373.0,32.0,57827.0,47224.0,32360.0,,,33.0,34.0,,
3245,FD05,M,1965.0,28.0,1267.0,1476.0,,,,30.0,24.0,29.0,28.0
3246,FD07,M,700.0,17.0,951.0,616.0,778.0,,,18.0,19.0,,
3247,FD04,M,872.0,26.0,752.0,819.0,753.0,,,28.0,27.0,31.0,21.0
3248,FD06,M,678.0,27.0,716.0,846.0,,,,24.0,30.0,28.0,28.0
3249,FD06,M,1693.0,19.0,1486.0,1553.0,1691.0,1607.0,,18.0,20.0,16.0,
3250,FD07,M,9319.0,30.0,11644.0,6990.0,7632.0,,,29.0,31.0,28.0,31.0
3251,FD05,M,94.0,27.0,92.0,99.0,113.0,,,28.0,28.0,28.0,25.0
3252,FD01,M,1019.0,26.0,864.0,932.0,996.0,851.0,,22.0,29.0,29.0,24.0
3253,FD05,M,12317.0,25.0,10443.0,9214.0,13303.0,,,32.0,23.0,27.0,
3254,FD05,M,1524.0,33.0,1711.0,1085.0,1406.0,,,35.0,30.0,30.0,35.0
3255,FD05,M,1641.0,22.0,1733.0,1818.0,1219.0,,,23.0,24.0,20.0,
3256,FD05,M,1706.0,15.0,1556.0,2102.0,2296.0,,,13.0,14.0,17.0,17.0
3257,FD05,M,2262.0,34.0,3192.0,2032.0,3237.0,,,36.0,35.0,32.0,35.0
3258,FD03,M,1941.0,27.0,2111.0,1658.0,,,,25.0,28.0,,
3259,FD05,M,4442.0,26.0,5339.0,3983.0,6450.0,4012.0,9452.0,25.0,26.0,26.0,27.0
3260,FD05,M,1166.0,23.0,1432.0,1186.0,760.0,,,24.0,26.0,23.0,
3261,FD07,M,1311.0,30.0,1589.0,1241.0,1584.0,1283.0,,32.0,27.0,29.0,32.0
3262,FD06,M,4127.0,27.0,4481.0,3702.0,5321.0,3411.0,,28.0,31.0,26.0,22.0
3263,FD06,M,271.0,15.0,264.0,322.0,326.0,,,16.0,16.0,19.0,18.0
3264,FD05,M,4544.0,27.0,4754.0,2897.0,,,,26.0,27.0,24.0,29.0
3265,FD01,M,3731.0,19.0,3588.0,4938.0,3352.0,2994.0,,16.0,22.0,,
3266,FD06,M,2638.0,25.0,3035.0,2220.0,2645.0,,,28.0,27.0,,
3267,FD04,M,7965.0,29.0,6484.0,5529.0,5976.0,,,32.0,33.0,26.0,29.0
3268,FD06,M,516.0,22.0,573.0,590.0,512.0,,,22.0,24.0,22.0,23.0
3269,FD03,M,8486.0,31.0,6604.0,14789.0,8441.0,6713.0,,27.0,24.0,31.0,
3270,FD05,M,3166.0,19.0,3083.0,2915.0,2466.0,2724.0,,22.0,22.0,20.0,
3271,FD05,M,405.0,22.0,440.0,323.0,,,,24.0,23.0,23.0,22.0
3272,FD05,M,2781.0,38.0,2153.0,1818.0,2056.0,,,39.0,35.0,,
3273,FD05,M,3225.0,21.0,4195.0,2232.0,2966.0,3762.0,,18.0,18.0,23.0,19.0
3274,FD04,M,14106.0,17.0,13379.0,13536.0,16099.0,22597.0,,16.0,15.0,17.0,14.0
3275,FD07,M,1335.0,31.0,1390.0,900.0,,,,24.0,33.0,29.0,34.0
3276,FD07,M,182.0,22.0,177.0,176.0,130.0,,,22.0,18.0,,
3277,FD04,M,4032.0,18.0,3425.0,3899.0,4195.0,4692.0,,16.0,19.0,17.0,17.0
3278,FD04,M,1574.0,28.0,2002.0,1949.0,1474.0,,,27.0,27.0,,
3279,FD02,M,597.0,28.0,676.0,557.0,555.0,497.0,792.0,30.0,24.0,26.0,27.0
3280,FD04,M,1381.0,22.0,1640.0,1231.0,1105.0,,,18.0,24.0,22.0,19.0
3281,FD03,M,2621.0,26.0,3331.0,2435.0,2969.0,,,29.0,27.0,28.0,27.0
3282,FD07,M,4390.0,22.0,4139.0,4588.0,4754.0,,,14.0,18.0,21.0,22.0
3283,FD07,M,1558.0,25.0,1736.0,1227.0,1200.0,,,24.0,22.0,25.0,
3284,FD06,M,3711.0,23.0,3324.0,5150.0,3203.0,5869.0,,23.0,22.0,20.0,25.0
3285,FD05,M,2024.0,31.0,2172.0,1775.0,2388.0,,,31.0,29.0,,
3286,FD07,M,2617.0,20.0,4147.0,2726.0,,,,21.0,16.0,21.0,
3287,FD05,M,639.0,23.0,536.0,597.0,657.0,703.0,,22.0,25.0,24.0,23.0
3288,FD05,M,2626.0,18.0,2980.0,1977.0,2182.0,3072.0,,17.0,18.0,,
3289,FD05,M,1157.0,21.0,1654.0,959.0,1289.0,903.0,,25.0,20.0,24.0,24.0
3290,FD06,M,1720.0,19.0,1719.0,1471.0,1494.0,1453.0,,21.0,17.0,,
3291,FD02,M,495.0,30.0,659.0,534.0,652.0,,,32.0,28.0,26.0,32.0
3292,FD06,M,1476.0,22.0,1930.0,1910.0,,,,19.0,21.0,20.0,
3293,FD03,M,1180.0,26.0,1226.0,1417.0,805.0,,,28.0,25.0,26.0,29.0
3294,FD02,M,4201.0,26.0,4499.0,3433.0,3287.0,2678.0,4730.0,25.0,25.0,29.0,27.0
3295,FD04,M,441.0,19.0,429.0,502.0,461.0,326.0,,17.0,18.0,21.0,
3296,FD04,M,635.0,24.0,490.0,529.0,598.0,,,26.0,23.0,23.0,22.0
3297,FD04,M,3112.0,22.0,2250.0,3538.0,2601.0,3022.0,,23.0,24.0,24.0,22.0
3298,FD06,M,456.0,19.0,478.0,614.0,386.0,,,18.0,20.0,19.0,
3299,FD06,M,6613.0,14.0,8221.0,5905.0,8140.0,8227.0,5797.0,16.0,19.0,15.0,15.0
3300,FD05,M,1294.0,20.0,1091.0,1438.0,,,,21.0,22.0,20.0,
3301,FD02,M,2689.0,25.0,3095.0,3425.0,2215.0,,,23.0,20.0,,
3302,FD03,M,10984.0,17.0,10424.0,12616.0,12538.0,,,20.0,21.0,17.0,17.0
3303,FD07,M,1642.0,,1969.0,1666.0,2261.0,,,,,,
3304,FD05,M,2461.0,27.0,2579.0,2130.0,,,,30.0,23.0,,
3305,FD04,M,1447.0,24.0,1320.0,1483.0,2026.0,,,21.0,26.0,23.0,23.0
3306,FD04,M,3681.0,25.0,2441.0,4129.0,2538.0,3977.0,,27.0,23.0,23.0,
3307,FD04,M,821.0,23.0,735.0,763.0,622.0,,,26.0,21.0,,
3308,FD07,M,1806.0,20.0,1914.0,2299.0,1580.0,1276.0,,20.0,21.0,20.0,
3309,FD05,M,870.0,29.0,854.0,861.0,1168.0,,,31.0,28.0,31.0,29.0
3310,FD05,M,5207.0,33.0,3745.0,5991.0,4030.0,,,30.0,38.0,32.0,31.0
3311,FD04,M,3037.0,19.0,2371.0,3540.0,4034.0,2807.0,,16.0,17.0,,
3312,FD05,M,773.0,23.0,869.0,1118.0,704.0,697.0,624.0,22.0,23.0,23.0,21.0
3313,FD05,M,2443.0,26.0,2381.0,2876.0,2322.0,,,27.0,29.0,23.0,
3314,FD05,M,7120.0,30.0,5817.0,5820.0,,,,26.0,28.0,30.0,
3315,FD03,M,1794.0,29.0,2538.0,2056.0,,,,35.0,35.0,33.0,26.0
3316,FD05,M,1939.0,19.0,1365.0,3060.0,1620.0,2552.0,,20.0,21.0,18.0,
3317,FD03,M,710.0,21.0,662.0,722.0,,,,19.0,23.0,22.0,
3318,FD01,M,1657.0,19.0,2110.0,1138.0,1566.0,2079.0,1291.0,19.0,18.0,,
3319,FD03,M,2134.0,21.0,1724.0,1200.0,2238.0,2079.0,2185.0,16.0,19.0,20.0,19.0
3320,FD07,M,3096.0,17.0,3909.0,4413.0,4188.0,3978.0,,20.0,17.0,19.0,15.0
3321,FD05,M,1928.0,26.0,2145.0,2474.0,1405.0,,,25.0,25.0,23.0,
3322,FD05,M,3635.0,12.0,3174.0,2136.0,,,,11.0,15.0,,
3323,FD05,M,474.0,21.0,612.0,353.0,564.0,,,24.0,20.0,19.0,19.0
3324,FD07,M,765.0,28.0,870.0,810.0,709.0,1086.0,,26.0,30.0,32.0,28.0
3325,FD01,M,304.0,26.0,253.0,242.0,,,,24.0,30.0,22.0,26.0
3326,FD05,M,518.0,27.0,620.0,389.0,638.0,,,24.0,31.0,31.0,30.0
3327,FD07,M,3843.0,28.0,3446.0,3917.0,2280.0,,,26.0,25.0,27.0,34.0
3328,FD05,M,709.0,17.0,828.0,729.0,741.0,,,16.0,18.0,,
3329,FD02,M,1053.0,20.0,810.0,1146.0,984.0,,,17.0,22.0,19.0,
3330,FD05,M,1767.0,21.0,1444.0,1777.0,1314.0,,,21.0,21.0,22.0,20.0
3331,FD05,M,40187.0,23.0,25472.0,37519.0,32835.0,33344.0,,21.0,25.0,,
3332,FD01,M,136.0,20.0,125.0,126.0,,,,20.0,18.0,,
3333,FD04,M,78.0,28.0,77.0,66.0,99.0,93.0,,30.0,23.0,28.0,26.0
3334,FD05,M,1261.0,25.0,1306.0,1039.0,,,,24.0,22.0,28.0,
3335,FD03,M,3489.0,14.0,3261.0,2879.0,3276.0,,,13.0,12.0,,
3336,FD03,M,1241.0,20.0,1256.0,1477.0,1560.0,,,16.0,21.0,22.0,
3337,FD05,M,2872.0,22.0,3054.0,3347.0,2780.0,,,23.0,16.0,29.0,26.0
3338,FD03,M,370.0,22.0,441.0,372.0,364.0,,,22.0,24.0,24.0,22.0
3339,FD07,M,795.0,23.0,638.0,734.0,738.0,440.0,,26.0,24.0,23.0,23.0
3340,FD05,M,2094.0,24.0,1345.0,2829.0,2447.0,3775.0,2333.0,23.0,23.0,24.0,
3341,FD06,M,2296.0,25.0,1956.0,2695.0,2716.0,2722.0,2090.0,29.0,26.0,23.0,28.0
3342,FD05,M,1702.0,33.0,2389.0,1549.0,1605.0,,,40.0,32.0,,
3343,FD05,M,926.0,20.0,893.0,1120.0,,,,21.0,22.0,20.0,19.0
3344,FD04,M,,25.0,,,,,,27.0,26.0,,
3345,FD05,M,871.0,23.0,666.0,856.0,1006.0,936.0,,22.0,19.0,23.0,22.0
3346,FD03,M,651.0,18.0,505.0,805.0,582.0,898.0,,19.0,17.0,,
3347,FD05,M,950.0,17.0,1333.0,976.0,1566.0,925.0,,21.0,15.0,19.0,17.0
3348,FD06,M,1921.0,31.0,1722.0,1856.0,1703.0,2231.0,,32.0,38.0,,
3349,FD05,M,7510.0,29.0,6891.0,4716.0,,,,36.0,30.0,34.0,
3350,FD03,M,2815.0,20.0,2336.0,2835.0,2467.0,,,22.0,17.0,23.0,22.0
3351,FD05,M,1886.0,23.0,1903.0,2010.0,1255.0,,,26.0,22.0,25.0,21.0
3352,FD06,M,1582.0,11.0,1764.0,1759.0,944.0,,,10.0,12.0,11.0,8.0
3353,FD03,M,1159.0,24.0,1123.0,1012.0,1349.0,,,26.0,23.0,26.0,
3354,FD07,M,7007.0,18.0,10392.0,7370.0,,,,20.0,19.0,,
3355,FD05,M,1843.0,30.0,1978.0,2315.0,1397.0,1850.0,,28.0,29.0,32.0,
3356,FD06,M,341.0,34.0,276.0,352.0,461.0,,,35.0,35.0,,
3357,FD07,M,1345.0,27.0,1131.0,1161.0,1568.0,1197.0,1073.0,30.0,27.0,30.0,31.0
3358,FD05,M,2348.0,27.0,2308.0,1737.0,,,,27.0,32.0,,
3359,FD07,M,453.0,20.0,371.0,472.0,,,,19.0,21.0,20.0,19.0
3360,FD05,M,2125.0,17.0,2329.0,1382.0,1593.0,1464.0,2877.0,18.0,20.0,,
3361,FD07,M,1148.0,16.0,1141.0,1306.0,1007.0,913.0,,17.0,19.0,,
3362,FD04,M,3593.0,30.0,2885.0,4018.0,,,,33.0,36.0,36.0,33.0
3363,FD05,M,1102.0,19.0,907.0,949.0,,,,18.0,20.0,,
3364,FD03,M,1150.0,28.0,996.0,1509.0,1171.0,1281.0,,31.0,27.0,29.0,
3365,FD04,M,3364.0,19.0,2686.0,2521.0,3970.0,,,19.0,16.0,,
3366,FD05,M,9382.0,25.0,12352.0,10023.0,6898.0,,,23.0,30.0,22.0,24.0
3367,FD04,M,856.0,26.0,854.0,715.0,557.0,,,23.0,28.0,21.0,
3368,FD05,M,505.0,32.0,507.0,471.0,,,,29.0,33.0,30.0,29.0
3369,FD05,M,725.0,20.0,787.0,675.0,653.0,,,23.0,19.0,18.0,23.0
3370,FD05,M,5673.0,20.0,5833.0,3708.0,5937.0,,,22.0,21.0,,
3371,FD03,M,2732.0,23.0,1979.0,2792.0,2851.0,,,25.0,26.0,21.0,24.0
3372,FD05,M,735.0,20.0,991.0,962.0,539.0,585.0,,19.0,18.0,19.0,19.0
3373,FD05,M,910.0,20.0,1489.0,1078.0,870.0,,,18.0,19.0,,
3374,FD05,M,3537.0,35.0,2418.0,3917.0,,,,31.0,40.0,33.0,37.0
3375,FD03,M,3675.0,26.0,3652.0,4377.0,3337.0,,,27.0,25.0,22.0,
3376,FD05,M,4482.0,20.0,5713.0,5249.0,3386.0,3872.0,,23.0,22.0,20.0,25.0
3377,FD05,M,1289.0,27.0,1040.0,1793.0,1448.0,,,25.0,23.0,30.0,
3378,FD06,M,1413.0,24.0,1686.0,1925.0,931.0,,,28.0,24.0,18.0,24.0
3379,FD02,M,4138.0,30.0,7381.0,4220.0,,,,27.0,34.0,,
3380,FD06,M,16175.0,26.0,15679.0,16658.0,6814.0,,,21.0,27.0,28.0,26.0
3381,FD05,M,187.0,28.0,232.0,189.0,124.0,199.0,153.0,32.0,28.0,,
3382,FD05,M,6648.0,27.0,5476.0,7238.0,4346.0,,,26.0,29.0,26.0,23.0
3383,FD05,M,342.0,17.0,351.0,333.0,424.0,,,20.0,17.0,14.0,17.0
3384,FD01,M,1235.0,30.0,1231.0,1436.0,1029.0,,,33.0,29.0,27.0,32.0
3385,FD05,M,6238.0,16.0,6356.0,6712.0,8605.0,,,18.0,16.0,14.0,15.0
3386,FD05,M,944.0,27.0,1087.0,641.0,609.0,1028.0,,28.0,28.0,,
3387,FD06,M,2547.0,28.0,1481.0,2360.0,1611.0,2667.0,,29.0,26.0,31.0,26.0
3388,FD06,M,287.0,,293.0,279.0,249.0,,,,,,
3389,FD04,M,702.0,11.0,677.0,961.0,731.0,,,13.0,13.0,,
